iso  1.171067e+00 -1.132266e+01 -2.854547e+01 -1.364799e-01 -2.682417e-01  6.882604e-01
shr  6.734723e-02 -1.057616e-01
iso  7.016491e-01  5.883344e+00 -7.672236e+00  6.017907e-01 -5.615261e-02  2.639239e-01
iso  1.025882e+00  9.336086e+01  2.526007e+01 -1.328852e-02  1.943816e-02  8.916931e-01
