iso  1.384660e+00  1.997642e+01 -1.505027e+01  1.698328e-01  5.302299e-01  1.058007e+00
shr -1.239299e-02  4.297074e-04
iso  9.489129e-01 -5.190365e+00  2.611093e+01 -3.099511e-01  4.268839e-01  6.988971e-01
iso  8.562081e-01 -3.044671e+01  4.483377e+01 -4.885238e-02  3.955112e-03  1.005284e+00
